1,tester,testing_,2024-07-04
778,chas a,regi ha,2026-08-12
779,chas a,regi ha,2026-08-13
780,chas a,regi ha,2026-08-14
781,chas a,regi ha,2026-08-15
782,chas a,regi ha,2026-08-16
783,chas a,regi ha,2026-08-17
784,chas a,regi ha,2026-08-18
785,chas a,regi ha,2026-08-19
786,chas a,regi ha,2026-08-20
787,chas a,regi ha,2026-08-21
788,chas a,regi ha,2026-08-22
789,chas a,regi ha,2026-08-23
790,chas a,regi ha,2026-08-24
791,chas a,regi ha,2026-08-25
792,chas a,regi ha,2026-08-26
793,chas a,regi ha,2026-08-27
794,chas a,regi ha,2026-08-28
795,chas a,regi ha,2026-08-29
796,chas a,regi ha,2026-08-30
797,chas a,regi ha,2026-08-31
798,chas a,regi ha,2026-09-01
799,chas a,regi ha,2026-09-02
800,chas a,regi ha,2026-09-03
801,chas a,regi ha,2026-09-04
802,chas a,regi ha,2026-09-05
803,chas a,regi ha,2026-09-06
804,chas a,regi ha,2026-09-07
805,chas a,regi ha,2026-09-08
806,chas a,regi ha,2026-09-09
807,chas a,regi ha,2026-09-10
808,chas a,regi ha,2026-09-11
809,chas a,regi ha,2026-09-12
810,chas a,regi ha,2026-09-13
811,chas a,regi ha,2026-09-14
812,chas a,regi ha,2026-09-15
813,chas a,regi ha,2026-09-16
814,chas a,regi ha,2026-09-17
815,chas a,regi ha,2026-09-18
816,chas a,regi ha,2026-09-19
817,chas a,regi ha,2026-09-20
818,chas a,regi ha,2026-09-21
819,chas a,regi ha,2026-09-22
820,chas a,regi ha,2026-09-23
821,chas a,regi ha,2026-09-24
822,chas a,regi ha,2026-09-25
823,chas a,regi ha,2026-09-26
824,chas a,regi ha,2026-09-27
825,chas a,regi ha,2026-09-28
826,chas a,regi ha,2026-09-29
827,chas a,regi ha,2026-09-30
828,chas a,regi ha,2026-10-01
829,chas a,regi ha,2026-10-02
830,chas a,regi ha,2026-10-03
831,chas a,regi ha,2026-10-04
832,chas a,regi ha,2026-10-05
833,chas a,regi ha,2026-10-06
834,chas a,regi ha,2026-10-07
835,chas a,regi ha,2026-10-08
836,chas a,regi ha,2026-10-09
837,chas a,regi ha,2026-10-10
838,chas a,regi ha,2026-10-11
839,chas a,regi ha,2026-10-12
840,chas a,regi ha,2026-10-13
841,chas a,regi ha,2026-10-14
842,chas a,regi ha,2026-10-15
843,chas a,regi ha,2026-10-16
844,chas a,regi ha,2026-10-17
845,chas a,regi ha,2026-10-18
846,chas a,regi ha,2026-10-19
847,chas a,regi ha,2026-10-20
848,chas a,regi ha,2026-10-21
849,chas a,regi ha,2026-10-22
850,chas a,regi ha,2026-10-23
851,chas a,regi ha,2026-10-24
852,chas a,regi ha,2026-10-25
853,chas a,regi ha,2026-10-26
854,chas a,regi ha,2026-10-27
855,chas a,regi ha,2026-10-28
856,chas a,regi ha,2026-10-29
857,chas a,regi ha,2026-10-30
858,chas a,regi ha,2026-10-31
859,chas a,regi ha,2026-11-01
860,chas a,regi ha,2026-11-02
861,chas a,regi ha,2026-11-03
862,chas a,regi ha,2026-11-04
863,chas a,regi ha,2026-11-05
864,chas a,regi ha,2026-11-06
865,chas a,regi ha,2026-11-07
866,chas a,regi ha,2026-11-08
867,chas a,regi ha,2026-11-09
868,chas a,regi ha,2026-11-10
869,chas a,regi ha,2026-11-11
870,chas a,regi ha,2026-11-12
871,chas a,regi ha,2026-11-13
872,chas a,regi ha,2026-11-14
873,chas a,regi ha,2026-11-15
874,chas a,regi ha,2026-11-16
875,chas a,regi ha,2026-11-17
876,chas a,regi ha,2026-11-18
877,chas a,regi ha,2026-11-19
878,chas a,regi ha,2026-11-20
879,chas a,regi ha,2026-11-21
880,chas a,regi ha,2026-11-22
881,chas a,regi ha,2026-11-23
882,chas a,regi ha,2026-11-24
883,chas a,regi ha,2026-11-25
884,chas a,regi ha,2026-11-26
885,chas a,regi ha,2026-11-27
886,chas a,regi ha,2026-11-28
887,chas a,regi ha,2026-11-29
888,chas a,regi ha,2026-11-30
889,chas a,regi ha,2026-12-01
890,chas a,regi ha,2026-12-02
891,chas a,regi ha,2026-12-03
892,chas a,regi ha,2026-12-04
893,chas a,regi ha,2026-12-05
894,chas a,regi ha,2026-12-06
895,chas a,regi ha,2026-12-07
896,chas a,regi ha,2026-12-08
897,chas a,regi ha,2026-12-09
898,chas a,regi ha,2026-12-10
899,chas a,regi ha,2026-12-11
900,chas a,regi ha,2026-12-12
901,chas a,regi ha,2026-12-13
902,chas a,regi ha,2026-12-14
903,chas a,regi ha,2026-12-15
904,chas a,regi ha,2026-12-16
905,chas a,regi ha,2026-12-17
906,chas a,regi ha,2026-12-18
907,chas a,regi ha,2026-12-19
908,chas a,regi ha,2026-12-20
909,chas a,regi ha,2026-12-21
910,chas a,regi ha,2026-12-22
911,chas a,regi ha,2026-12-23
912,chas a,regi ha,2026-12-24
913,chas a,regi ha,2026-12-25
914,chas a,regi ha,2026-12-26
915,chas a,regi ha,2026-12-27
916,chas a,regi ha,2026-12-28
917,chas a,regi ha,2026-12-29
918,chas a,regi ha,2026-12-30
919,chas a,regi ha,2026-12-31
920,chas a,regi ha,2027-01-01
921,chas a,regi ha,2027-01-02
922,chas a,regi ha,2027-01-03
923,chas a,regi ha,2027-01-04
924,chas a,regi ha,2027-01-05
925,chas a,regi ha,2027-01-06
926,chas a,regi ha,2027-01-07
927,chas a,regi ha,2027-01-08
928,chas a,regi ha,2027-01-09
929,chas a,regi ha,2027-01-10
930,chas a,regi ha,2027-01-11
931,chas a,regi ha,2027-01-12
932,chas a,regi ha,2027-01-13
933,chas a,regi ha,2027-01-14
934,chas a,regi ha,2027-01-15
935,chas a,regi ha,2027-01-16
936,chas a,regi ha,2027-01-17
937,chas a,regi ha,2027-01-18
938,chas a,regi ha,2027-01-19
939,chas a,regi ha,2027-01-20
940,chas a,regi ha,2027-01-21
941,chas a,regi ha,2027-01-22
942,chas a,regi ha,2027-01-23
943,chas a,regi ha,2027-01-24
944,chas a,regi ha,2027-01-25
945,chas a,regi ha,2027-01-26
946,chas a,regi ha,2027-01-27
947,chas a,regi ha,2027-01-28
948,chas a,regi ha,2027-01-29
949,chas a,regi ha,2027-01-30
950,chas a,regi ha,2027-01-31
951,chas a,regi ha,2027-02-01
952,chas a,regi ha,2027-02-02
953,chas a,regi ha,2027-02-03
954,chas a,regi ha,2027-02-04
955,chas a,regi ha,2027-02-05
956,chas a,regi ha,2027-02-06
957,chas a,regi ha,2027-02-07
958,chas a,regi ha,2027-02-08
959,chas a,regi ha,2027-02-09
960,chas a,regi ha,2027-02-10
961,chas a,regi ha,2027-02-11
962,chas a,regi ha,2027-02-12
963,chas a,regi ha,2027-02-13
964,chas a,regi ha,2027-02-14
965,chas a,regi ha,2027-02-15
966,chas a,regi ha,2027-02-16
967,chas a,regi ha,2027-02-17
968,chas a,regi ha,2027-02-18
969,chas a,regi ha,2027-02-19
970,chas a,regi ha,2027-02-20
971,chas a,regi ha,2027-02-21
972,chas a,regi ha,2027-02-22
973,chas a,regi ha,2027-02-23
974,chas a,regi ha,2027-02-24
975,chas a,regi ha,2027-02-25
976,chas a,regi ha,2027-02-26
977,chas a,regi ha,2027-02-27
978,chas a,regi ha,2027-02-28
979,chas a,regi ha,2027-03-01
980,chas a,regi ha,2027-03-02
981,chas a,regi ha,2027-03-03
982,chas a,regi ha,2027-03-04
983,chas a,regi ha,2027-03-05
984,chas a,regi ha,2027-03-06
985,chas a,regi ha,2027-03-07
986,chas a,regi ha,2027-03-08
987,chas a,regi ha,2027-03-09
988,chas a,regi ha,2027-03-10
989,chas a,regi ha,2027-03-11
990,chas a,regi ha,2027-03-12
991,chas a,regi ha,2027-03-13
992,chas a,regi ha,2027-03-14
993,chas a,regi ha,2027-03-15
994,chas a,regi ha,2027-03-16
995,chas a,regi ha,2027-03-17
996,chas a,regi ha,2027-03-18
997,chas a,regi ha,2027-03-19
998,chas a,regi ha,2027-03-20
999,chas a,regi ha,2027-03-21
1000,chas a,regi ha,2027-03-22
1001,chas a,regi ha,2027-03-23
1002,chas a,regi ha,2027-03-24
1003,chas a,regi ha,2027-03-25
1004,chas a,regi ha,2027-03-26
1005,chas a,regi ha,2027-03-27
1006,chas a,regi ha,2027-03-28
1007,chas a,regi ha,2027-03-29
1008,chas a,regi ha,2027-03-30
1009,chas a,regi ha,2027-03-31
1010,chas a,regi ha,2027-04-01
1011,chas a,regi ha,2027-04-02
1012,chas a,regi ha,2027-04-03
1013,chas a,regi ha,2027-04-04
1014,chas a,regi ha,2027-04-05
1015,chas a,regi ha,2027-04-06
1016,chas a,regi ha,2027-04-07
1017,chas a,regi ha,2027-04-08
1018,chas a,regi ha,2027-04-09
1019,chas a,regi ha,2027-04-10
1020,chas a,regi ha,2027-04-11
1021,chas a,regi ha,2027-04-12
1022,chas a,regi ha,2027-04-13
1023,chas a,regi ha,2027-04-14
1024,chas a,regi ha,2027-04-15
1025,chas a,regi ha,2027-04-16
1026,chas a,regi ha,2027-04-17
1027,chas a,regi ha,2027-04-18
1028,chas a,regi ha,2027-04-19
1029,chas a,regi ha,2027-04-20
1030,chas a,regi ha,2027-04-21
1031,chas a,regi ha,2027-04-22
1032,chas a,regi ha,2027-04-23
1033,chas a,regi ha,2027-04-24
1034,chas a,regi ha,2027-04-25
1035,chas a,regi ha,2027-04-26
1036,chas a,regi ha,2027-04-27
1037,chas a,regi ha,2027-04-28
1038,chas a,regi ha,2027-04-29
1039,chas a,regi ha,2027-04-30
1040,chas a,regi ha,2027-05-01
1041,chas a,regi ha,2027-05-02
1042,chas a,regi ha,2027-05-03
1043,chas a,regi ha,2027-05-04
1044,chas a,regi ha,2027-05-05
1045,chas a,regi ha,2027-05-06
1046,chas a,regi ha,2027-05-07
1047,chas a,regi ha,2027-05-08
1048,chas a,regi ha,2027-05-09
1049,chas a,regi ha,2027-05-10
1050,chas a,regi ha,2027-05-11
1051,chas a,regi ha,2027-05-12
1052,chas a,regi ha,2027-05-13
1053,chas a,regi ha,2027-05-14
1054,chas a,regi ha,2027-05-15
1055,chas a,regi ha,2027-05-16
1056,chas a,regi ha,2027-05-17
1057,chas a,regi ha,2027-05-18
1058,chas a,regi ha,2027-05-19
1059,chas a,regi ha,2027-05-20
1060,chas a,regi ha,2027-05-21
1061,chas a,regi ha,2027-05-22
1062,chas a,regi ha,2027-05-23
1063,chas a,regi ha,2027-05-24
1064,chas a,regi ha,2027-05-25
1065,chas a,regi ha,2027-05-26
1066,chas a,regi ha,2027-05-27
1067,chas a,regi ha,2027-05-28
1068,chas a,regi ha,2027-05-29
1069,chas a,regi ha,2027-05-30
1070,chas a,regi ha,2027-05-31
1071,chas a,regi ha,2027-06-01
1072,chas a,regi ha,2027-06-02
1073,chas a,regi ha,2027-06-03
1074,chas a,regi ha,2027-06-04
1075,chas a,regi ha,2027-06-05
1076,chas a,regi ha,2027-06-06
1077,chas a,regi ha,2027-06-07
1078,chas a,regi ha,2027-06-08
1079,chas a,regi ha,2027-06-09
1080,chas a,regi ha,2027-06-10
1081,chas a,regi ha,2027-06-11
1082,chas a,regi ha,2027-06-12
1083,chas a,regi ha,2027-06-13
1084,chas a,regi ha,2027-06-14
1085,chas a,regi ha,2027-06-15
1086,chas a,regi ha,2027-06-16
1087,chas a,regi ha,2027-06-17
1088,chas a,regi ha,2027-06-18
1089,chas a,regi ha,2027-06-19
1090,chas a,regi ha,2027-06-20
1091,chas a,regi ha,2027-06-21
1092,chas a,regi ha,2027-06-22
1093,chas a,regi ha,2027-06-23
1094,chas a,regi ha,2027-06-24
1095,chas a,regi ha,2027-06-25
1096,chas a,regi ha,2027-06-26
1097,chas a,regi ha,2027-06-27
1098,chas a,regi ha,2027-06-28
1099,chas a,regi ha,2027-06-29
1100,chas a,regi ha,2027-06-30
1101,chas a,regi ha,2027-07-01
1102,chas a,regi ha,2027-07-02
1103,chas a,regi ha,2027-07-03
1104,chas a,regi ha,2027-07-04
1105,chas a,regi ha,2027-07-05
1106,chas a,regi ha,2027-07-06
1107,chas a,regi ha,2027-07-07
1108,chas a,regi ha,2027-07-08
1109,chas a,regi ha,2027-07-09
1110,chas a,regi ha,2027-07-10
1111,chas a,regi ha,2027-07-11
1112,chas a,regi ha,2027-07-12
1113,chas a,regi ha,2027-07-13
1114,chas a,regi ha,2027-07-14
1115,chas a,regi ha,2027-07-15
1116,chas a,regi ha,2027-07-16
1117,chas a,regi ha,2027-07-17
1118,chas a,regi ha,2027-07-18
1119,chas a,regi ha,2027-07-19
1120,chas a,regi ha,2027-07-20
1121,chas a,regi ha,2027-07-21
1122,chas a,regi ha,2027-07-22
1123,chas a,regi ha,2027-07-23
1124,chas a,regi ha,2027-07-24
1125,chas a,regi ha,2027-07-25
1126,chas a,regi ha,2027-07-26
1127,chas a,regi ha,2027-07-27
1128,chas a,regi ha,2027-07-28
1129,chas a,regi ha,2027-07-29
1130,chas a,regi ha,2027-07-30
1131,chas a,regi ha,2027-07-31
1132,chas a,regi ha,2027-08-01
1133,chas a,regi ha,2027-08-02
1134,chas a,regi ha,2027-08-03
1135,chas a,regi ha,2027-08-04
1136,chas a,regi ha,2027-08-05
1137,chas a,regi ha,2027-08-06
1138,chas a,regi ha,2027-08-07
1139,chas a,regi ha,2027-08-08
1140,chas a,regi ha,2027-08-09
1141,chas a,regi ha,2027-08-10
1142,chas a,regi ha,2027-08-11
1143,chas a,regi ha,2027-08-12
1144,chas a,regi ha,2027-08-13
1145,chas a,regi ha,2027-08-14
1146,chas a,regi ha,2027-08-15
1147,chas a,regi ha,2027-08-16
1148,chas a,regi ha,2027-08-17
1149,chas a,regi ha,2027-08-18
1150,chas a,regi ha,2027-08-19
1151,chas a,regi ha,2027-08-20
1152,chas a,regi ha,2027-08-21
1153,chas a,regi ha,2027-08-22
1154,chas a,regi ha,2027-08-23
1155,chas a,regi ha,2027-08-24
1156,chas a,regi ha,2027-08-25
1157,chas a,regi ha,2027-08-26
1158,chas a,regi ha,2027-08-27
1159,chas a,regi ha,2027-08-28
1160,chas a,regi ha,2027-08-29
1161,chas a,regi ha,2027-08-30
1162,chas a,regi ha,2027-08-31
1163,chas a,regi ha,2027-09-01
1164,chas a,regi ha,2027-09-02
1165,chas a,regi ha,2027-09-03
1166,chas a,regi ha,2027-09-04
1167,chas a,regi ha,2027-09-05
1168,chas a,regi ha,2027-09-06
1169,chas a,regi ha,2027-09-07
1170,chas a,regi ha,2027-09-08
1171,chas a,regi ha,2027-09-09
1172,chas a,regi ha,2027-09-10
1173,chas a,regi ha,2027-09-11
1174,chas a,regi ha,2027-09-12
1175,chas a,regi ha,2027-09-13
1176,chas a,regi ha,2027-09-14
1177,chas a,regi ha,2027-09-15
1178,chas a,regi ha,2027-09-16
1179,chas a,regi ha,2027-09-17
1180,chas a,regi ha,2027-09-18
1181,chas a,regi ha,2027-09-19
1182,chas a,regi ha,2027-09-20
1183,chas a,regi ha,2027-09-21
1184,chas a,regi ha,2027-09-22
1185,chas a,regi ha,2027-09-23
1186,chas a,regi ha,2027-09-24
1187,chas a,regi ha,2027-09-25
1188,chas a,regi ha,2027-09-26
1189,chas a,regi ha,2027-09-27
1190,chas a,regi ha,2027-09-28
1191,chas a,regi ha,2027-09-29
1192,chas a,regi ha,2027-09-30
1193,chas a,regi ha,2027-10-01
1194,chas a,regi ha,2027-10-02
1195,chas a,regi ha,2027-10-03
1196,chas a,regi ha,2027-10-04
1197,chas a,regi ha,2027-10-05
1198,chas a,regi ha,2027-10-06
1199,chas a,regi ha,2027-10-07
1200,chas a,regi ha,2027-10-08
1201,chas a,regi ha,2027-10-09
1202,chas a,regi ha,2027-10-10
1203,chas a,regi ha,2027-10-11
1204,chas a,regi ha,2027-10-12
1205,chas a,regi ha,2027-10-13
1206,chas a,regi ha,2027-10-14
1207,chas a,regi ha,2027-10-15
1208,chas a,regi ha,2027-10-16
1209,chas a,regi ha,2027-10-17
1210,chas a,regi ha,2027-10-18
1211,chas a,regi ha,2027-10-19
1212,chas a,regi ha,2027-10-20
1213,chas a,regi ha,2027-10-21
1214,chas a,regi ha,2027-10-22
1215,chas a,regi ha,2027-10-23
1216,chas a,regi ha,2027-10-24
1217,chas a,regi ha,2027-10-25
1218,chas a,regi ha,2027-10-26
1219,chas a,regi ha,2027-10-27
1220,chas a,regi ha,2027-10-28
1221,chas a,regi ha,2027-10-29
1222,chas a,regi ha,2027-10-30
1223,chas a,regi ha,2027-10-31
1224,chas a,regi ha,2027-11-01
1225,chas a,regi ha,2027-11-02
1226,chas a,regi ha,2027-11-03
1227,chas a,regi ha,2027-11-04
1228,chas a,regi ha,2027-11-05
1229,chas a,regi ha,2027-11-06
1230,chas a,regi ha,2027-11-07
1231,chas a,regi ha,2027-11-08
1232,chas a,regi ha,2027-11-09
1233,chas a,regi ha,2027-11-10
1234,chas a,regi ha,2027-11-11
1235,chas a,regi ha,2027-11-12
1236,chas a,regi ha,2027-11-13
1237,chas a,regi ha,2027-11-14
1238,chas a,regi ha,2027-11-15
1239,chas a,regi ha,2027-11-16
1240,chas a,regi ha,2027-11-17
1241,chas a,regi ha,2027-11-18
1242,chas a,regi ha,2027-11-19
1243,chas a,regi ha,2027-11-20
1244,chas a,regi ha,2027-11-21
1245,chas a,regi ha,2027-11-22
1246,chas a,regi ha,2027-11-23
1247,chas a,regi ha,2027-11-24
1248,chas a,regi ha,2027-11-25
1249,chas a,regi ha,2027-11-26
1250,chas a,regi ha,2027-11-27
1251,chas a,regi ha,2027-11-28
1252,chas a,regi ha,2027-11-29
1253,chas a,regi ha,2027-11-30
1254,chas a,regi ha,2027-12-01
1255,chas a,regi ha,2027-12-02
1256,chas a,regi ha,2027-12-03
1257,chas a,regi ha,2027-12-04
1258,chas a,regi ha,2027-12-05
1259,chas a,regi ha,2027-12-06
1260,chas a,regi ha,2027-12-07
1261,chas a,regi ha,2027-12-08
1262,chas a,regi ha,2027-12-09
1263,chas a,regi ha,2027-12-10
1264,chas a,regi ha,2027-12-11
1265,chas a,regi ha,2027-12-12
1266,chas a,regi ha,2027-12-13
1267,chas a,regi ha,2027-12-14
1268,chas a,regi ha,2027-12-15
1269,chas a,regi ha,2027-12-16
1270,chas a,regi ha,2027-12-17
1271,chas a,regi ha,2027-12-18
1272,chas a,regi ha,2027-12-19
1273,chas a,regi ha,2027-12-20
1274,chas a,regi ha,2027-12-21
1275,chas a,regi ha,2027-12-22
1276,chas a,regi ha,2027-12-23
1277,chas a,regi ha,2027-12-24
1278,chas a,regi ha,2027-12-25
1279,chas a,regi ha,2027-12-26
1280,chas a,regi ha,2027-12-27
1281,chas a,regi ha,2027-12-28
1282,chas a,regi ha,2027-12-29
1283,chas a,regi ha,2027-12-30
1284,chas a,regi ha,2027-12-31
1285,chas a,regi ha,2028-01-01
1286,chas a,regi ha,2028-01-02
1287,chas a,regi ha,2028-01-03
1288,chas a,regi ha,2028-01-04
1289,chas a,regi ha,2028-01-05
1290,chas a,regi ha,2028-01-06
1291,chas a,regi ha,2028-01-07
1292,chas a,regi ha,2028-01-08
1293,chas a,regi ha,2028-01-09
1294,chas a,regi ha,2028-01-10
1295,chas a,regi ha,2028-01-11
1296,chas a,regi ha,2028-01-12
1297,chas a,regi ha,2028-01-13
1298,chas a,regi ha,2028-01-14
1299,chas a,regi ha,2028-01-15
1300,chas a,regi ha,2028-01-16
1301,chas a,regi ha,2028-01-17
1302,chas a,regi ha,2028-01-18
1303,chas a,regi ha,2028-01-19
1304,chas a,regi ha,2028-01-20
1305,chas a,regi ha,2028-01-21
1306,chas a,regi ha,2028-01-22
1307,chas a,regi ha,2028-01-23
1308,chas a,regi ha,2028-01-24
1309,chas a,regi ha,2028-01-25
1310,chas a,regi ha,2028-01-26
1311,chas a,regi ha,2028-01-27
1312,chas a,regi ha,2028-01-28
1313,chas a,regi ha,2028-01-29
1314,chas a,regi ha,2028-01-30
1315,chas a,regi ha,2028-01-31
1316,chas a,regi ha,2028-02-01
1317,chas a,regi ha,2028-02-02
1318,chas a,regi ha,2028-02-03
1319,chas a,regi ha,2028-02-04
1320,chas a,regi ha,2028-02-05
1321,chas a,regi ha,2028-02-06
1322,chas a,regi ha,2028-02-07
1323,chas a,regi ha,2028-02-08
1324,chas a,regi ha,2028-02-09
1325,chas a,regi ha,2028-02-10
1326,chas a,regi ha,2028-02-11
1327,chas a,regi ha,2028-02-12
1328,chas a,regi ha,2028-02-13
1329,chas a,regi ha,2028-02-14
1330,chas a,regi ha,2028-02-15
1331,chas a,regi ha,2028-02-16
1332,chas a,regi ha,2028-02-17
1333,chas a,regi ha,2028-02-18
1334,chas a,regi ha,2028-02-19
1335,chas a,regi ha,2028-02-20
1336,chas a,regi ha,2028-02-21
1337,chas a,regi ha,2028-02-22
1338,chas a,regi ha,2028-02-23
1339,chas a,regi ha,2028-02-24
1340,chas a,regi ha,2028-02-25
1341,chas a,regi ha,2028-02-26
1342,chas a,regi ha,2028-02-27
1343,chas a,regi ha,2028-02-28
1344,chas a,regi ha,2028-02-29
1345,chas a,regi ha,2028-03-01
1346,chas a,regi ha,2028-03-02
1347,chas a,regi ha,2028-03-03
1348,chas a,regi ha,2028-03-04
1349,chas a,regi ha,2028-03-05
1350,chas a,regi ha,2028-03-06
1351,chas a,regi ha,2028-03-07
1352,chas a,regi ha,2028-03-08
1353,chas a,regi ha,2028-03-09
1354,chas a,regi ha,2028-03-10
1355,chas a,regi ha,2028-03-11
1356,chas a,regi ha,2028-03-12
1357,chas a,regi ha,2028-03-13
1358,chas a,regi ha,2028-03-14
1359,chas a,regi ha,2028-03-15
1360,chas a,regi ha,2028-03-16
1361,chas a,regi ha,2028-03-17
1362,chas a,regi ha,2028-03-18
1363,chas a,regi ha,2028-03-19
1364,chas a,regi ha,2028-03-20
1365,chas a,regi ha,2028-03-21
1366,chas a,regi ha,2028-03-22
1367,chas a,regi ha,2028-03-23
1368,chas a,regi ha,2028-03-24
1369,chas a,regi ha,2028-03-25
1370,chas a,regi ha,2028-03-26
1371,chas a,regi ha,2028-03-27
1372,chas a,regi ha,2028-03-28
1373,chas a,regi ha,2028-03-29
1374,chas a,regi ha,2028-03-30
1375,chas a,regi ha,2028-03-31
1376,chas a,regi ha,2028-04-01
1377,chas a,regi ha,2028-04-02
1378,chas a,regi ha,2028-04-03
1379,chas a,regi ha,2028-04-04
1380,chas a,regi ha,2028-04-05
1381,chas a,regi ha,2028-04-06
1382,chas a,regi ha,2028-04-07
1383,chas a,regi ha,2028-04-08
1384,chas a,regi ha,2028-04-09
1385,chas a,regi ha,2028-04-10
1386,chas a,regi ha,2028-04-11
1387,chas a,regi ha,2028-04-12
1388,chas a,regi ha,2028-04-13
1389,chas a,regi ha,2028-04-14
1390,chas a,regi ha,2028-04-15
1391,chas a,regi ha,2028-04-16
1392,chas a,regi ha,2028-04-17
1393,chas a,regi ha,2028-04-18
1394,chas a,regi ha,2028-04-19
1395,chas a,regi ha,2028-04-20
1396,chas a,regi ha,2028-04-21
1397,chas a,regi ha,2028-04-22
1398,chas a,regi ha,2028-04-23
1399,chas a,regi ha,2028-04-24
1400,chas a,regi ha,2028-04-25
1401,chas a,regi ha,2028-04-26
1402,chas a,regi ha,2028-04-27
1403,chas a,regi ha,2028-04-28
1404,chas a,regi ha,2028-04-29
1405,chas a,regi ha,2028-04-30
1406,chas a,regi ha,2028-05-01
1407,chas a,regi ha,2028-05-02
1408,chas a,regi ha,2028-05-03
1409,chas a,regi ha,2028-05-04
1410,chas a,regi ha,2028-05-05
1411,chas a,regi ha,2028-05-06
1412,chas a,regi ha,2028-05-07
1413,chas a,regi ha,2028-05-08
1414,chas a,regi ha,2028-05-09
1415,chas a,regi ha,2028-05-10
1416,chas a,regi ha,2028-05-11
1417,chas a,regi ha,2028-05-12
1418,chas a,regi ha,2028-05-13
1419,chas a,regi ha,2028-05-14
1420,chas a,regi ha,2028-05-15
1421,chas a,regi ha,2028-05-16
1422,chas a,regi ha,2028-05-17
1423,chas a,regi ha,2028-05-18
1424,chas a,regi ha,2028-05-19
1425,chas a,regi ha,2028-05-20
1426,chas a,regi ha,2028-05-21
1427,chas a,regi ha,2028-05-22
1428,chas a,regi ha,2028-05-23
1429,chas a,regi ha,2028-05-24
1430,chas a,regi ha,2028-05-25
1431,chas a,regi ha,2028-05-26
1432,chas a,regi ha,2028-05-27
1433,chas a,regi ha,2028-05-28
1434,chas a,regi ha,2028-05-29
1435,chas a,regi ha,2028-05-30
1436,chas a,regi ha,2028-05-31
1437,chas a,regi ha,2028-06-01
1438,chas a,regi ha,2028-06-02
1439,chas a,regi ha,2028-06-03
1440,chas a,regi ha,2028-06-04
1441,chas a,regi ha,2028-06-05
1442,chas a,regi ha,2028-06-06
1443,chas a,regi ha,2028-06-07
1444,chas a,regi ha,2028-06-08
1445,chas a,regi ha,2028-06-09
1446,chas a,regi ha,2028-06-10
1447,chas a,regi ha,2028-06-11
1448,chas a,regi ha,2028-06-12
1449,chas a,regi ha,2028-06-13
1450,chas a,regi ha,2028-06-14
1451,chas a,regi ha,2028-06-15
1452,chas a,regi ha,2028-06-16
1453,chas a,regi ha,2028-06-17
1454,chas a,regi ha,2028-06-18
1455,chas a,regi ha,2028-06-19
1456,chas a,regi ha,2028-06-20
1457,chas a,regi ha,2028-06-21
1458,chas a,regi ha,2028-06-22
1459,chas a,regi ha,2028-06-23
1460,chas a,regi ha,2028-06-24
1461,chas a,regi ha,2028-06-25
1462,chas a,regi ha,2028-06-26
1463,chas a,regi ha,2028-06-27
1464,chas a,regi ha,2028-06-28
1465,chas a,regi ha,2028-06-29
1466,chas a,regi ha,2028-06-30
1467,chas a,regi ha,2028-07-01
1468,chas a,regi ha,2028-07-02
1469,chas a,regi ha,2028-07-03
1470,chas a,regi ha,2028-07-04
1471,chas a,regi ha,2028-07-05
1472,chas a,regi ha,2028-07-06
1473,chas a,regi ha,2028-07-07
1474,chas a,regi ha,2028-07-08
1475,chas a,regi ha,2028-07-09
1476,chas a,regi ha,2028-07-10
1477,chas a,regi ha,2028-07-11
1478,chas a,regi ha,2028-07-12
1479,chas a,regi ha,2028-07-13
1480,chas a,regi ha,2028-07-14
1481,chas a,regi ha,2028-07-15
1482,chas a,regi ha,2028-07-16
1483,chas a,regi ha,2028-07-17
1484,chas a,regi ha,2028-07-18
1485,chas a,regi ha,2028-07-19
1486,chas a,regi ha,2028-07-20
1487,chas a,regi ha,2028-07-21
1488,chas a,regi ha,2028-07-22
